  ,<68, 3, 31> 
  ,<68, 4, 42> 
  ,<68, 5, 57> 
  ,<68, 6, 73> 
  ,<68, 7, 92> 
  ,<69, 1, 3> 
  ,<69, 2, 10> 
  ,<69, 3, 24> 
  ,<69, 4, 42> 
  ,<70, 1, 2> 
  ,<70, 2, 12> 
  ,<70, 3, 24> 
  ,<70, 4, 42> 
  ,<71, 1, 4> 
  ,<71, 2, 11> 
  ,<71, 3, 24> 
  ,<71, 4, 42> 
  ,<72, 1, 2> 
  ,<72, 2, 12> 
  ,<72, 3, 25> 
  ,<72, 4, 38> 
  ,<72, 5, 47> 
  ,<72, 6, 61> 
  ,<72, 7, 71> 
  ,<72, 8, 84> 
  ,<73, 1, 2> 
  ,<73, 2, 12> 
  ,<73, 3, 25> 
  ,<73, 4, 38> 
  ,<73, 5, 47> 
  ,<73, 6, 61> 
  ,<73, 7, 71> 
  ,<73, 8, 84> 
  ,<74, 1, 2> 
  ,<74, 2, 12> 
  ,<74, 3, 25> 
  ,<74, 4, 38> 
  ,<74, 5, 49> 
  ,<74, 6, 62> 
  ,<74, 7, 81> 
  ,<75, 1, 13> 
  ,<75, 2, 26> 
  ,<75, 3, 35> 
  ,<75, 4, 48> 
  ,<75, 5, 58> 
  ,<75, 6, 78> 
  ,<75, 7, 93> 
  ,<75, 8, 111> 
  ,<76, 1, 13> 
  ,<76, 2, 26> 
  ,<76, 3, 36> 
  ,<76, 4, 46> 
  ,<76, 5, 58> 
  ,<76, 6, 78> 
  ,<76, 7, 93> 
  ,<76, 8, 111> 
  ,<77, 1, 13> 
  ,<77, 2, 26> 
  ,<77, 3, 36> 
  ,<77, 4, 46> 
  ,<77, 5, 60> 
  ,<77, 6, 77> 
  ,<77, 7, 93> 
  ,<77, 8, 111> 
  ,<78, 1, 27> 
  ,<78, 2, 41> 
  ,<78, 3, 61> 
  ,<78, 4, 71> 
  ,<78, 5, 90> 
  ,<78, 6, 103> 
  ,<78, 7, 120> 
  ,<79, 1, 27> 
  ,<79, 2, 41> 
  ,<79, 3, 54> 
  ,<79, 4, 71> 
  ,<79, 5, 90> 
  ,<79, 6, 103> 
  ,<79, 7, 120> 
  ,<80, 1, 27> 
  ,<80, 2, 41> 
  ,<80, 3, 61> 
  ,<80, 4, 71> 
  ,<80, 5, 90> 
  ,<80, 6, 108> 
  ,<80, 7, 120> 
  ,<81, 1, 16> 
  ,<81, 2, 28> 
  ,<81, 3, 43> 
  ,<81, 4, 56> 
  ,<81, 5, 72> 
  ,<81, 6, 85> 
  ,<81, 7, 98> 
  ,<81, 8, 113> 
  ,<82, 1, 16> 
  ,<82, 2, 28> 
  ,<82, 3, 43> 
  ,<82, 4, 56> 
  ,<82, 5, 72> 
  ,<82, 6, 85> 
  ,<82, 7, 103> 
  ,<82, 8, 120> 
  ,<83, 1, 16> 
  ,<83, 2, 28> 
  ,<83, 3, 43> 
  ,<83, 4, 56> 
  ,<83, 5, 72> 
  ,<83, 6, 85> 
  ,<83, 7, 103> 
  ,<83, 8, 116> 
  ,<84, 1, 7> 
  ,<84, 2, 17> 
  ,<84, 3, 29> 
  ,<84, 4, 48> 
  ,<85, 1, 5> 
  ,<85, 2, 14> 
  ,<85, 3, 29> 
  ,<85, 4, 48> 
  ,<86, 1, 8> 
  ,<86, 2, 16> 
  ,<86, 3, 29> 
  ,<86, 4, 48> 
  ,<87, 1, 4> 
  ,<87, 2, 11> 
  ,<87, 3, 19> 
  ,<87, 4, 30> 
  ,<88, 1, 4> 
  ,<88, 2, 11> 
  ,<88, 3, 19> 
  ,<88, 4, 30> 
  ,<89, 1, 4> 
  ,<89, 2, 11> 
  ,<89, 3, 19> 
  ,<89, 4, 30> 
  ,<89, 5, 40> 
  ,<89, 6, 53> 
  ,<90, 1, 31> 
  ,<90, 2, 43> 
  ,<90, 3, 56> 
  ,<91, 1, 23> 
  ,<91, 2, 31> 
  ,<91, 3, 42> 
  ,<91, 4, 60> 
  ,<91, 5, 74> 
  ,<92, 1, 31> 
  ,<92, 2, 43> 
  ,<92, 3, 56> 
  ,<92, 4, 72> 
  ,<92, 5, 85> 
  ,<92, 6, 103> 
  ,<92, 7, 120> 
  ,<93, 1, 18> 
  ,<93, 2, 32> 
  ,<93, 3, 50> 
  ,<93, 4, 63> 
  ,<93, 5, 79> 
  ,<93, 6, 95> 
  ,<93, 7, 107> 
  ,<93, 8, 122> 
  ,<94, 1, 18> 
  ,<94, 2, 32> 
  ,<94, 3, 50> 
  ,<94, 4, 63> 
  ,<94, 5, 76> 
  ,<94, 6, 91> 
  ,<94, 7, 107> 
  ,<94, 8, 122> 
  ,<95, 1, 18> 
  ,<95, 2, 32> 
  ,<95, 3, 50> 
  ,<95, 4, 62> 
  ,<95, 5, 80> 
  ,<95, 6, 88> 
  ,<95, 7, 107> 
  ,<95, 8, 122> 
  ,<96, 1, 6> 
  ,<96, 2, 23> 
  ,<96, 3, 33> 
  ,<96, 4, 45> 
  ,<96, 5, 59> 
  ,<97, 1, 11> 
  ,<97, 2, 20> 
  ,<97, 3, 33> 
  ,<97, 4, 45> 
  ,<97, 5, 64> 
  ,<97, 6, 77> 
  ,<97, 7, 92> 
  ,<97, 8, 104> 
  ,<98, 1, 15> 
  ,<98, 2, 33> 
  ,<98, 3, 45> 
  ,<98, 4, 60> 
  ,<98, 5, 74> 
  ,<98, 6, 92> 
  ,<98, 7, 108> 
  ,<99, 1, 6> 
  ,<99, 2, 22> 
  ,<99, 3, 34> 
  ,<99, 4, 49> 
  ,<99, 5, 63> 
  ,<99, 6, 82> 
  ,<99, 7, 100> 
  ,<99, 8, 113> 
  ,<100, 1, 6> 
  ,<100, 2, 22> 
  ,<100, 3, 34> 
  ,<100, 4, 51> 
  ,<100, 5, 67> 
  ,<100, 6, 82> 
  ,<100, 7, 100> 
  ,<100, 8, 113> 
  ,<101, 1, 6> 
  ,<101, 2, 22> 
  ,<101, 3, 34> 
  ,<101, 4, 55> 
  ,<101, 5, 69> 
  ,<101, 6, 82> 
  ,<101, 7, 100> 
  ,<101, 8, 113> 
  ,<102, 1, 35> 
  ,<102, 2, 48> 
  ,<102, 3, 60> 
  ,<102, 4, 77> 
  ,<102, 5, 89> 
  ,<102, 6, 106> 
  ,<102, 7, 125> 
  ,<102, 8, 143> 
  ,<103, 1, 35> 
  ,<103, 2, 53> 
  ,<103, 3, 66> 
  ,<103, 4, 84> 
  ,<103, 5, 99> 
  ,<103, 6, 117> 
  ,<103, 7, 129> 
  ,<103, 8, 145> 
  ,<104, 1, 35> 
  ,<104, 2, 48> 
  ,<104, 3, 60> 
  ,<104, 4, 77> 
  ,<104, 5, 89> 
  ,<104, 6, 106> 
  ,<104, 7, 125> 
  ,<104, 8, 143> 
  ,<105, 1, 36> 
  ,<105, 2, 50> 
  ,<105, 3, 70> 
  ,<105, 4, 85> 
  ,<105, 5, 103> 
  ,<105, 6, 121> 
  ,<105, 7, 134> 
  ,<106, 1, 36> 
  ,<106, 2, 50> 
  ,<106, 3, 70> 
  ,<106, 4, 85> 
  ,<106, 5, 98> 
  ,<107, 1, 26> 
  ,<107, 2, 36> 
  ,<107, 3, 46> 
  ,<107, 4, 58> 
  ,<107, 5, 70> 
  ,<107, 6, 82> 
  ,<107, 7, 96> 
  ,<107, 8, 104> 
  ,<108, 1, 10> 
  ,<108, 2, 24> 
  ,<108, 3, 37> 
  ,<108, 4, 51> 
  ,<108, 5, 67> 
  ,<108, 6, 82> 
  ,<108, 7, 100> 
  ,<108, 8, 114> 
  ,<109, 1, 10> 
  ,<109, 2, 18> 
  ,<109, 3, 37> 
  ,<109, 4, 51> 
  ,<109, 5, 67> 
  ,<109, 6, 82> 
  ,<109, 7, 100> 
  ,<109, 8, 114> 
  ,<110, 1, 10> 
  ,<110, 2, 18> 
  ,<110, 3, 37> 
  ,<110, 4, 51> 
  ,<110, 5, 74> 
  ,<110, 6, 87> 
  ,<110, 7, 100> 
  ,<110, 8, 114> 
  ,<111, 1, 6> 
  ,<111, 2, 23> 
  ,<111, 3, 38> 
  ,<111, 4, 47> 
  ,<112, 1, 6> 
  ,<112, 2, 20> 
  ,<112, 3, 38> 
  ,<112, 4, 47> 
  ,<113, 1, 23> 
  ,<113, 2, 38> 
  ,<113, 3, 47> 
  ,<113, 4, 61> 
  ,<113, 5, 75> 
  ,<113, 6, 86> 
  ,<114, 1, 21> 
  ,<114, 2, 39> 
  ,<114, 3, 52> 
  ,<114, 4, 68> 
  ,<114, 5, 80> 
  ,<114, 6, 88> 
  ,<114, 7, 107> 
  ,<115, 1, 27> 
  ,<115, 2, 39> 
  ,<115, 3, 52> 
  ,<115, 4, 68> 
  ,<115, 5, 80> 
  ,<115, 6, 88> 
  ,<115, 7, 105> 
  ,<116, 1, 39> 
  ,<116, 2, 52> 
  ,<116, 3, 71> 
  ,<116, 4, 90> 
  ,<116, 5, 108> 
  ,<116, 6, 125> 
  ,<116, 7, 143> 
  ,<117, 1, 10> 
  ,<117, 2, 20> 
  ,<117, 3, 27> 
  ,<117, 4, 40> 
  ,<117, 5, 53> 
  ,<117, 6, 68> 
  ,<117, 7, 86> 
  ,<117, 8, 101> 
  ,<118, 1, 40> 
  ,<118, 2, 53> 
  ,<118, 3, 68> 
  ,<118, 4, 80> 
  ,<118, 5, 88> 
  ,<119, 1, 13> 
  ,<119, 2, 26> 
  ,<119, 3, 40> 
  ,<119, 4, 53> 
  ,<119, 5, 68> 
  ,<119, 6, 80> 
  ,<119, 7, 88> 
  ,<120, 1, 41> 
  ,<120, 2, 54> 
  ,<120, 3, 71> 
  ,<120, 4, 84> 
  ,<120, 5, 97> 
  ,<120, 6, 111> 
  ,<120, 7, 120> 
  ,<120, 8, 132> 
  ,<121, 1, 41> 
  ,<121, 2, 54> 
  ,<121, 3, 66> 
  ,<121, 4, 84> 
  ,<121, 5, 97> 
  ,<121, 6, 111> 
  ,<121, 7, 120> 
  ,<121, 8, 132> 
  ,<122, 1, 41> 
  ,<122, 2, 61> 
  ,<122, 3, 71> 
  ,<122, 4, 84> 
  ,<122, 5, 97> 
  ,<122, 6, 111> 
  ,<122, 7, 120> 
  ,<122, 8, 132> 
  ,<123, 1, 28> 
  ,<123, 2, 42> 
  ,<123, 3, 57> 
  ,<123, 4, 73> 
  ,<123, 5, 85> 
  ,<123, 6, 103> 
  ,<123, 7, 116> 
  ,<123, 8, 132> 
  ,<124, 1, 28> 
  ,<124, 2, 42> 
  ,<124, 3, 57> 
  ,<124, 4, 73> 
  ,<124, 5, 87> 
  ,<124, 6, 100> 
  ,<124, 7, 116> 
  ,<124, 8, 132> 
  ,<125, 1, 28> 
  ,<125, 2, 42> 
  ,<125, 3, 57> 
  ,<125, 4, 73> 
  ,<125, 5, 92> 
  ,<125, 6, 103> 
  ,<125, 7, 116> 
  ,<125, 8, 132> 
  ,<126, 1, 31> 
  ,<126, 2, 43> 
  ,<126, 3, 56> 
  ,<127, 1, 43> 
  ,<127, 2, 52> 
  ,<127, 3, 71> 
  ,<127, 4, 84> 
  ,<127, 5, 97> 
  ,<127, 6, 111> 
  ,<127, 7, 120> 
  ,<127, 8, 138> 
  ,<128, 1, 43> 
  ,<128, 2, 52> 
  ,<128, 3, 66> 
  ,<128, 4, 84> 
  ,<128, 5, 97> 
  ,<128, 6, 111> 
  ,<128, 7, 120> 
  ,<128, 8, 138> 
  ,<129, 1, 44> 
  ,<129, 2, 55> 
  ,<129, 3, 69> 
  ,<129, 4, 85> 
  ,<129, 5, 104> 
  ,<130, 1, 44> 
  ,<130, 2, 55> 
  ,<130, 3, 72> 
  ,<130, 4, 85> 
  ,<130, 5, 104> 
  ,<131, 1, 44> 
  ,<131, 2, 59> 
  ,<131, 3, 72> 
  ,<131, 4, 85> 
  ,<131, 5, 104> 
  ,<132, 1, 45> 
  ,<132, 2, 58> 
  ,<132, 3, 70> 
  ,<132, 4, 85> 
  ,<132, 5, 104> 
  ,<132, 6, 118> 
  ,<132, 7, 127> 
  ,<133, 1, 1> 
  ,<133, 2, 6> 
  ,<133, 3, 15> 
  ,<133, 4, 33> 
  ,<133, 5, 45> 
  ,<134, 1, 1> 
  ,<134, 2, 6> 
  ,<134, 3, 20> 
  ,<134, 4, 33> 
  ,<134, 5, 45> 
  ,<135, 1, 3> 
  ,<135, 2, 10> 
  ,<135, 3, 18> 
  ,<135, 4, 32> 
  ,<135, 5, 46> 
  ,<135, 6, 59> 
  ,<135, 7, 72> 
  ,<136, 1, 3> 
  ,<136, 2, 10> 
  ,<136, 3, 18> 
  ,<136, 4, 32> 
  ,<136, 5, 46> 
  ,<136, 6, 64> 
  ,<136, 7, 77> 
  ,<137, 1, 3> 
  ,<137, 2, 10> 
  ,<137, 3, 18> 
  ,<137, 4, 32> 
  ,<137, 5, 46> 
  ,<137, 6, 66> 
  ,<137, 7, 84> 
  ,<138, 1, 30> 
  ,<138, 2, 47> 
  ,<138, 3, 65> 
  ,<138, 4, 82> 
  ,<138, 5, 100> 
  ,<138, 6, 116> 
  ,<138, 7, 130> 
  ,<138, 8, 139> 
  ,<139, 1, 30> 
  ,<139, 2, 47> 
  ,<139, 3, 65> 
  ,<139, 4, 82> 
  ,<139, 5, 100> 
  ,<139, 6, 113> 
  ,<139, 7, 130> 
  ,<139, 8, 139> 
  ,<140, 1, 30> 
  ,<140, 2, 47> 
  ,<140, 3, 61> 
  ,<140, 4, 71> 
  ,<140, 5, 90> 
  ,<140, 6, 104> 
  ,<141, 1, 1> 
  ,<141, 2, 6> 
  ,<141, 3, 13> 
  ,<141, 4, 26> 
  ,<141, 5, 35> 
  ,<141, 6, 48> 
  ,<141, 7, 66> 
  ,<141, 8, 78> 
  ,<142, 1, 1> 
  ,<142, 2, 6> 
  ,<142, 3, 13> 
  ,<142, 4, 26> 
  ,<142, 5, 35> 
  ,<142, 6, 48> 
  ,<142, 7, 58> 
  ,<142, 8, 78> 
  ,<143, 1, 1> 
  ,<143, 2, 6> 
  ,<143, 3, 13> 
  ,<143, 4, 26> 
  ,<143, 5, 35> 
  ,<143, 6, 48> 
  ,<143, 7, 58> 
  ,<143, 8, 70> 
  ,<144, 1, 23> 
  ,<144, 2, 38> 
  ,<144, 3, 49> 
  ,<144, 4, 62> 
  ,<144, 5, 81> 
  ,<144, 6, 89> 
  ,<144, 7, 106> 
  ,<145, 1, 49> 
  ,<145, 2, 63> 
  ,<145, 3, 75> 
  ,<145, 4, 86> 
  ,<145, 5, 99> 
  ,<145, 6, 117> 
  ,<145, 7, 131> 
  ,<145, 8, 149> 
  ,<146, 1, 23> 
  ,<146, 2, 38> 
  ,<146, 3, 49> 
  ,<146, 4, 62> 
  ,<146, 5, 81> 
  ,<146, 6, 89> 
  ,<146, 7, 106> 
  ,<147, 1, 6> 
  ,<147, 2, 18> 
  ,<147, 3, 32> 
  ,<147, 4, 50> 
  ,<147, 5, 62> 
  ,<148, 1, 6> 
  ,<148, 2, 13> 
  ,<148, 3, 26> 
  ,<148, 4, 36> 
  ,<148, 5, 50> 
  ,<148, 6, 62> 
  ,<149, 1, 6> 
  ,<149, 2, 18> 
  ,<149, 3, 32> 
  ,<149, 4, 50> 
  ,<149, 5, 63> 
  ,<149, 6, 79> 
  ,<149, 7, 90> 
  ,<150, 1, 10> 
  ,<150, 2, 22> 
  ,<150, 3, 34> 
  ,<150, 4, 51> 
  ,<150, 5, 67> 
  ,<150, 6, 82> 
  ,<150, 7, 100> 
  ,<150, 8, 114> 
  ,<151, 1, 6> 
  ,<151, 2, 22> 
  ,<151, 3, 34> 
  ,<151, 4, 51> 
  ,<151, 5, 67> 
  ,<151, 6, 82> 
  ,<151, 7, 100> 
  ,<151, 8, 113> 
  ,<152, 1, 6> 
  ,<152, 2, 22> 
  ,<152, 3, 34> 
  ,<152, 4, 51> 
  ,<152, 5, 67> 
  ,<152, 6, 82> 
  ,<152, 7, 100> 
  ,<152, 8, 116> 
  ,<153, 1, 39> 
  ,<153, 2, 52> 
  ,<153, 3, 66> 
  ,<153, 4, 78> 
  ,<154, 1, 39> 
  ,<154, 2, 52> 
  ,<154, 3, 71> 
  ,<154, 4, 90> 
  ,<154, 5, 108> 
  ,<154, 6, 121> 
  ,<154, 7, 141> 
  ,<155, 1, 39> 
  ,<155, 2, 52> 
  ,<155, 3, 71> 
  ,<155, 4, 90> 
  ,<155, 5, 103> 
  ,<155, 6, 121> 
  ,<155, 7, 141> 
  ,<156, 1, 13> 
  ,<156, 2, 30> 
  ,<156, 3, 40> 
  ,<156, 4, 53> 
  ,<156, 5, 64> 
  ,<156, 6, 77> 
  ,<156, 7, 94> 
  ,<156, 8, 109> 
  ,<157, 1, 1> 
  ,<157, 2, 6> 
  ,<157, 3, 15> 
  ,<157, 4, 27> 
  ,<157, 5, 40> 
  ,<157, 6, 53> 
  ,<157, 7, 68> 
  ,<157, 8, 86> 
  ,<158, 1, 1> 
