< 145, "DUB", 3321, "EMA", 3455,86>
< 146, "DUB", 3898, "EMA", 4033,136>
< 147, "DUB", 4360, "EMA", 4495,40>
< 148, "DUB", 5477, "EMA", 5611,134>
< 149, "DUB", 5939, "EMA", 6073,102>
< 150, "DUB", 6824, "EMA", 6959,40>
< 151, "DUB", 8018, "EMA", 8152,40>
< 152, "DUB", 8595, "EMA", 8730,74>
< 153, "DUB", 9057, "EMA", 9192,70>
< 154, "EMA", 549,  "DUB", 683, 102>
< 155, "EMA", 1011, "DUB", 1145,122>
< 156, "EMA", 1588, "DUB", 1723,40>
< 157, "EMA", 2050, "DUB", 2185,40>
< 158, "EMA", 3090, "DUB", 3224,48>
< 159, "EMA", 3552, "DUB", 3686,40>
< 160, "EMA", 4129, "DUB", 4264,40>
< 161, "EMA", 4591, "DUB", 4726,86>
< 162, "EMA", 5708, "DUB", 5842,96>
< 163, "EMA", 6170, "DUB", 6304,98>
< 164, "EMA", 7017, "DUB", 7151,92>
< 165, "EMA", 8249, "DUB", 8383,132>
< 166, "EMA", 8826, "DUB", 8961,130>
< 167, "EMA", 9288, "DUB", 9423,114>
< 168, "EDI", 87,   "AMS", 298, 40>
< 169, "EDI", 703,  "AMS", 953, 50>
< 170, "EDI", 1049, "AMS", 1261,96>
< 171, "EDI", 1511, "AMS", 1723,66>
< 172, "EDI", 1973, "AMS", 2185,144>
< 173, "EDI", 2628, "AMS", 2839,120>
< 174, "EDI", 3244, "AMS", 3494,72>
< 175, "EDI", 3590, "AMS", 3802,126>
< 176, "EDI", 4052, "AMS", 4264,138>
< 177, "EDI", 4514, "AMS", 4726,144>
< 178, "EDI", 5130, "AMS", 5342,108>
< 179, "EDI", 5746, "AMS", 5996,88>
< 180, "EDI", 6555, "AMS", 6728,40>
< 181, "EDI", 6824, "AMS", 6997,54>
< 182, "EDI", 7363, "AMS", 7575,40>
< 183, "EDI", 7941, "AMS", 8191,43>
< 184, "EDI", 8749, "AMS", 8961,108>
< 185, "EDI", 9211, "AMS", 9423,78>
< 186, "LBA", 48,   "AMS", 221, 40>
< 187, "LBA", 741,  "AMS", 914, 40>
< 188, "LBA", 1473, "AMS", 1646,40>
< 189, "LBA", 2589, "AMS", 2762,85>
< 190, "LBA", 3282, "AMS", 3455,40>
< 191, "LBA", 4014, "AMS", 4187,65>
< 192, "LBA", 5092, "AMS", 5265,90>
< 193, "LBA", 5785, "AMS", 5958,65>
< 194, "LBA", 6516, "AMS", 6651,85>
< 195, "LBA", 7325, "AMS", 7498,105>
< 196, "LBA", 7979, "AMS", 8152,40>
< 197, "LBA", 8711, "AMS", 8884,85>
< 198, "NWI", 87,   "AMS", 221, 52>
< 199, "NWI", 125,  "ABZ", 375, 148>
< 200, "NWI", 664,  "AMS", 799, 86>
< 201, "NWI", 1473, "AMS", 1607,40>
< 202, "NWI", 1511, "ABZ", 1761,95>
< 203, "NWI", 1858, "ABZ", 2108,57>
< 204, "NWI", 1973, "AMS", 2108,50>
< 205, "NWI", 2628, "AMS", 2762,146>
< 206, "NWI", 2666, "ABZ", 2916,133>
< 207, "NWI", 3205, "AMS", 3340,74>
< 208, "NWI", 4014, "AMS", 4148,142>
< 209, "NWI", 4052, "ABZ", 4302,40>
< 210, "NWI", 4399, "ABZ", 4649,68>
< 211, "NWI", 4514, "AMS", 4649,82>
< 212, "NWI", 5130, "AMS", 5265,126>
< 213, "NWI", 5708, "AMS", 5842,86>
< 214, "NWI", 6516, "AMS", 6612,106>
< 215, "NWI", 7363, "AMS", 7498,40>
< 216, "NWI", 7902, "AMS", 8037,40>
< 217, "NWI", 8711, "AMS", 8845,40>
< 218, "NWI", 8903, "ABZ", 9153,51>
< 219, "SVG", 241,  "ABZ", 452, 108>
< 220, "SVG", 780,  "ABZ", 991, 138>
< 221, "SVG", 1473, "ABZ", 1684,72>
< 222, "SVG", 2089, "ABZ", 2300,84>
< 223, "SVG", 2782, "ABZ", 2993,40>
< 224, "SVG", 3321, "ABZ", 3532,138>
< 225, "SVG", 4014, "ABZ", 4225,40>
< 226, "SVG", 4630, "ABZ", 4841,48>
< 227, "SVG", 5631, "ABZ", 5842,108>
< 228, "SVG", 8711, "ABZ", 8922,40>
< 229, "SVG", 9327, "ABZ", 9538,126>
}; 

MaxWaitTime = 180;

// Itineraries
Itineraries = {

< 0, 1, {0}, 0, 112>

< 1, 2, {0, 39}, 9, 161>

< 2, 3, {0, 39, 169}, 29, 95>
< 3, 4, {0, 39, 45, 169}, 17, 179>
< 4, 4, {0, 39, 46, 169}, 41, 149>
< 5, 4, {0, 39, 47, 169}, 8, 171>
< 6, 2, {0, 40}, 35, 102>
< 7, 3, {0, 40, 122}, 15, 2>
< 8, 4, {0, 40, 45, 122}, 4, 72>
< 9, 4, {0, 40, 46, 122}, 7, 33>
< 10, 4, {0, 40, 47, 122}, 49, 89>
< 11, 2, {0, 41}, 5, 0>
< 12, 3, {0, 41, 200}, 0, 75>
< 13, 2, {0, 42}, 26, 114>
< 14, 3, {0, 42, 187}, 30, 121>
< 15, 4, {0, 42, 45, 187}, 8, 132>
< 16, 4, {0, 42, 46, 187}, 22, 70>
< 17, 4, {0, 42, 47, 187}, 2, 121>
< 18, 1, {1}, 39, 160>
< 19, 1, {2}, 25, 60>
< 20, 2, {2, 220}, 43, 145>
< 21, 3, {2, 5, 220}, 47, 185>
< 22, 4, {2, 5, 220, 221}, 26, 28>
< 23, 1, {3}, 23, 47>
< 24, 1, {4}, 43, 41>
< 25, 2, {4, 117}, 38, 168>
< 26, 3, {4, 5, 117}, 49, 199>
< 27, 4, {4, 5, 117, 221}, 30, 78>
< 28, 1, {5}, 13, 59>
< 29, 2, {5, 221}, 42, 4>
< 30, 3, {5, 8, 221}, 18, 18>
< 31, 4, {5, 8, 221, 222}, 33, 11>
< 32, 3, {5, 9, 221}, 0, 183>
< 33, 4, {5, 9, 57, 221}, 13, 54>
< 34, 1, {6}, 29, 138>
< 35, 2, {6, 203}, 41, 145>
< 36, 3, {6, 10, 203}, 24, 41>
< 37, 3, {6, 11, 203}, 37, 93>
< 38, 1, {7}, 22, 189>
< 39, 2, {7, 53}, 37, 21>
< 40, 3, {7, 53, 125}, 29, 77>
< 41, 2, {7, 54}, 36, 121>
< 42, 1, {8}, 28, 72>
< 43, 2, {8, 222}, 7, 45>
< 44, 1, {9}, 21, 160>
< 45, 2, {9, 57}, 25, 197>
< 46, 1, {10}, 37, 69>
< 47, 1, {11}, 8, 131>
< 48, 1, {12}, 24, 12>
< 49, 2, {12, 61}, 34, 100>
< 50, 3, {12, 61, 174}, 7, 189>
< 51, 4, {12, 61, 67, 174}, 7, 181>
< 52, 4, {12, 61, 68, 174}, 34, 60>
< 53, 4, {12, 61, 69, 174}, 21, 14>
< 54, 2, {12, 62}, 48, 136>
< 55, 3, {12, 62, 128}, 7, 175>
< 56, 4, {12, 62, 67, 128}, 41, 116>
< 57, 4, {12, 62, 68, 128}, 9, 35>
< 58, 4, {12, 62, 69, 128}, 40, 95>
< 59, 2, {12, 63}, 7, 100>
< 60, 3, {12, 63, 207}, 36, 81>
< 61, 2, {12, 64}, 13, 113>
< 62, 3, {12, 64, 190}, 34, 151>
< 63, 4, {12, 64, 67, 190}, 36, 95>
< 64, 4, {12, 64, 68, 190}, 6, 73>
< 65, 4, {12, 64, 69, 190}, 41, 7>
< 66, 1, {13}, 25, 132>
< 67, 1, {14}, 21, 20>
< 68, 2, {14, 224}, 47, 184>
< 69, 3, {14, 17, 224}, 27, 69>
< 70, 4, {14, 17, 224, 225}, 23, 74>
< 71, 1, {15}, 42, 63>
< 72, 1, {16}, 22, 54>
< 73, 2, {16, 118}, 49, 59>
< 74, 3, {16, 17, 118}, 36, 113>
< 75, 4, {16, 17, 118, 225}, 9, 152>
< 76, 1, {17}, 41, 79>
< 77, 2, {17, 225}, 25, 178>
< 78, 3, {17, 20, 225}, 1, 198>
< 79, 4, {17, 20, 225, 226}, 28, 10>
< 80, 3, {17, 21, 225}, 26, 38>
< 81, 4, {17, 21, 79, 225}, 42, 125>
< 82, 1, {18}, 32, 39>
< 83, 2, {18, 210}, 42, 24>
< 84, 3, {18, 22, 210}, 5, 148>
< 85, 3, {18, 23, 210}, 15, 188>
< 86, 1, {19}, 14, 67>
< 87, 2, {19, 75}, 7, 146>
< 88, 3, {19, 75, 131}, 41, 141>
< 89, 2, {19, 76}, 30, 149>
< 90, 1, {20}, 12, 28>
< 91, 2, {20, 226}, 0, 12>
< 92, 1, {21}, 40, 170>
< 93, 2, {21, 79}, 10, 23>
< 94, 1, {22}, 27, 2>
< 95, 1, {23}, 5, 90>
< 96, 1, {24}, 37, 137>
< 97, 2, {24, 82}, 27, 14>
< 98, 3, {24, 82, 179}, 21, 40>
< 99, 4, {24, 82, 87, 179}, 34, 58>
< 100, 4, {24, 82, 88, 179}, 21, 46>
< 101, 4, {24, 82, 89, 179}, 28, 106>
< 102, 2, {24, 83}, 31, 32>
< 103, 3, {24, 83, 133}, 25, 192>
< 104, 4, {24, 83, 87, 133}, 34, 184>
< 105, 4, {24, 83, 88, 133}, 9, 67>
< 106, 4, {24, 83, 89, 133}, 8, 199>
< 107, 2, {24, 84}, 22, 199>
< 108, 3, {24, 84, 213}, 4, 125>
< 109, 2, {24, 85}, 4, 87>
< 110, 3, {24, 85, 193}, 46, 9>
< 111, 4, {24, 85, 87, 193}, 44, 58>
< 112, 4, {24, 85, 88, 193}, 11, 153>
< 113, 4, {24, 85, 89, 193}, 20, 40>
< 114, 1, {25}, 31, 120>
< 115, 1, {26}, 22, 93>
< 116, 2, {26, 93}, 29, 126>
< 117, 2, {26, 94}, 42, 165>
< 118, 1, {27}, 31, 144>
< 119, 1, {28}, 28, 75>
< 120, 2, {28, 100}, 9, 147>
< 121, 3, {28, 100, 137}, 27, 181>
< 122, 4, {28, 100, 105, 137}, 12, 37>
< 123, 4, {28, 100, 106, 137}, 30, 139>
< 124, 4, {28, 100, 107, 137}, 29, 70>
< 125, 2, {28, 101}, 24, 16>
< 126, 3, {28, 101, 216}, 37, 122>
< 127, 2, {28, 102}, 31, 138>
< 128, 3, {28, 102, 183}, 40, 29>
< 129, 4, {28, 102, 105, 183}, 28, 173>
< 130, 4, {28, 102, 106, 183}, 45, 122>
< 131, 4, {28, 102, 107, 183}, 36, 8>
< 132, 2, {28, 103}, 33, 195>
< 133, 3, {28, 103, 196}, 15, 113>
< 134, 4, {28, 103, 105, 196}, 15, 34>
< 135, 4, {28, 103, 106, 196}, 5, 173>
< 136, 4, {28, 103, 107, 196}, 42, 148>
< 137, 2, {28, 104}, 7, 65>
< 138, 1, {29}, 3, 15>
< 139, 1, {30}, 32, 164>
< 140, 2, {30, 228}, 27, 89>
< 141, 3, {30, 33, 228}, 20, 59>
< 142, 4, {30, 33, 228, 229}, 23, 100>
< 143, 3, {30, 34, 228}, 7, 64>
< 144, 1, {31}, 36, 62>
< 145, 2, {31, 119}, 41, 191>
< 146, 3, {31, 35, 119}, 43, 145>
< 147, 3, {31, 36, 119}, 15, 188>
< 148, 1, {32}, 6, 13>
< 149, 2, {32, 111}, 39, 104>
< 150, 3, {32, 111, 139}, 30, 191>
< 151, 2, {32, 112}, 3, 175>
< 152, 1, {33}, 32, 64>
< 153, 2, {33, 229}, 5, 101>
< 154, 1, {34}, 11, 58>
< 155, 1, {35}, 45, 110>
< 156, 1, {36}, 33, 22>
< 157, 1, {37}, 24, 75>
< 158, 2, {37, 121}, 24, 158>
< 159, 3, {37, 44, 121}, 25, 76>
< 160, 4, {37, 44, 121, 170}, 34, 106>
< 161, 1, {38}, 30, 79>
< 162, 2, {2, 38}, 0, 141>
< 163, 3, {2, 38, 220}, 5, 124>
< 164, 4, {2, 5, 38, 220}, 43, 98>
< 165, 2, {3, 38}, 37, 99>
< 166, 1, {39}, 19, 157>
< 167, 2, {39, 169}, 27, 71>
< 168, 3, {39, 45, 169}, 47, 126>
< 169, 4, {39, 45, 123, 169}, 8, 74>
< 170, 3, {39, 46, 169}, 6, 148>
< 171, 3, {39, 47, 169}, 47, 122>
< 172, 1, {40}, 1, 65>
< 173, 2, {40, 122}, 2, 127>
< 174, 3, {40, 45, 122}, 6, 169>
< 175, 4, {40, 45, 122, 123}, 43, 119>
< 176, 3, {40, 46, 122}, 36, 170>
< 177, 3, {40, 47, 122}, 0, 25>
< 178, 1, {41}, 35, 123>
< 179, 2, {41, 200}, 10, 13>
< 180, 1, {42}, 8, 124>
< 181, 2, {42, 187}, 17, 63>
< 182, 3, {42, 45, 187}, 18, 132>
< 183, 4, {42, 45, 123, 187}, 40, 161>
< 184, 3, {42, 46, 187}, 26, 122>
< 185, 3, {42, 47, 187}, 39, 180>
< 186, 1, {43}, 7, 126>
< 187, 1, {44}, 20, 50>
< 188, 2, {44, 170}, 6, 171>
< 189, 1, {45}, 3, 85>
< 190, 2, {45, 123}, 28, 60>
< 191, 3, {45, 50, 123}, 27, 45>
< 192, 4, {45, 50, 123, 172}, 15, 22>
< 193, 3, {45, 51, 123}, 40, 26>
< 194, 4, {45, 51, 123, 204}, 14, 157>
< 195, 3, {45, 52, 123}, 44, 157>
< 196, 4, {45, 52, 123, 124}, 37, 123>
< 197, 1, {46}, 18, 171>
< 198, 1, {47}, 11, 172>
< 199, 1, {48}, 11, 49>
< 200, 2, {48, 188}, 27, 196>
< 201, 3, {48, 51, 188}, 2, 16>
< 202, 4, {48, 51, 188, 204}, 26, 85>
< 203, 3, {48, 52, 188}, 4, 51>
< 204, 4, {48, 52, 124, 188}, 44, 46>
< 205, 1, {49}, 7, 25>
< 206, 2, {6, 49}, 46, 16>
< 207, 3, {6, 49, 203}, 2, 11>
< 208, 4, {6, 10, 49, 203}, 16, 182>
< 209, 4, {6, 11, 49, 203}, 19, 86>
< 210, 2, {7, 49}, 47, 167>
< 211, 3, {7, 49, 53}, 26, 168>
< 212, 4, {7, 49, 53, 125}, 34, 79>
< 213, 3, {7, 49, 54}, 12, 0>
< 214, 1, {50}, 26, 190>
< 215, 2, {50, 172}, 19, 48>
< 216, 3, {50, 57, 172}, 29, 51>
< 217, 3, {50, 58, 172}, 34, 189>
< 218, 4, {50, 58, 126, 172}, 21, 178>
< 219, 1, {51}, 0, 188>
< 220, 2, {51, 204}, 30, 157>
< 221, 3, {51, 57, 204}, 28, 28>
< 222, 1, {52}, 11, 76>
< 223, 2, {52, 124}, 0, 83>
< 224, 3, {52, 58, 124}, 4, 131>
< 225, 4, {52, 58, 124, 126}, 42, 12>
< 226, 1, {53}, 40, 132>
< 227, 2, {53, 125}, 34, 160>
< 228, 1, {54}, 26, 137>
< 229, 1, {55}, 7, 137>
< 230, 1, {56}, 36, 155>
< 231, 1, {57}, 1, 173>
< 232, 1, {58}, 32, 141>
< 233, 2, {58, 126}, 4, 110>
< 234, 3, {58, 61, 126}, 47, 11>
< 235, 4, {58, 61, 126, 174}, 13, 29>
< 236, 1, {59}, 49, 123>
< 237, 2, {59, 127}, 14, 184>
< 238, 3, {59, 66, 127}, 18, 138>
< 239, 4, {59, 66, 127, 175}, 10, 31>
< 240, 1, {60}, 12, 104>
< 241, 2, {14, 60}, 45, 21>
< 242, 3, {14, 60, 224}, 45, 88>
< 243, 4, {14, 17, 60, 224}, 4, 156>
< 244, 2, {15, 60}, 8, 194>
< 245, 1, {61}, 38, 174>
< 246, 2, {61, 174}, 10, 91>
< 247, 3, {61, 67, 174}, 0, 150>
< 248, 4, {61, 67, 129, 174}, 5, 80>
< 249, 3, {61, 68, 174}, 15, 198>
< 250, 3, {61, 69, 174}, 1, 50>
< 251, 1, {62}, 9, 49>
< 252, 2, {62, 128}, 7, 124>
< 253, 3, {62, 67, 128}, 44, 187>
< 254, 4, {62, 67, 128, 129}, 9, 155>
< 255, 3, {62, 68, 128}, 32, 131>
< 256, 3, {62, 69, 128}, 45, 91>
< 257, 1, {63}, 46, 132>
< 258, 2, {63, 207}, 7, 127>
< 259, 1, {64}, 28, 84>
< 260, 2, {64, 190}, 47, 108>
< 261, 3, {64, 67, 190}, 28, 107>
< 262, 4, {64, 67, 129, 190}, 12, 79>
< 263, 3, {64, 68, 190}, 17, 7>
< 264, 3, {64, 69, 190}, 39, 39>
< 265, 1, {65}, 3, 77>
< 266, 1, {66}, 29, 14>
< 267, 2, {66, 175}, 9, 31>
< 268, 1, {67}, 32, 90>
< 269, 2, {67, 129}, 30, 139>
< 270, 3, {67, 72, 129}, 22, 136>
< 271, 4, {67, 72, 129, 177}, 19, 167>
< 272, 3, {67, 73, 129}, 29, 39>
< 273, 4, {67, 73, 129, 211}, 47, 175>
< 274, 3, {67, 74, 129}, 19, 197>
< 275, 4, {67, 74, 129, 130}, 9, 179>
< 276, 1, {68}, 28, 88>
< 277, 1, {69}, 31, 141>
< 278, 1, {70}, 2, 57>
< 279, 2, {70, 191}, 13, 81>
< 280, 3, {70, 73, 191}, 44, 142>
< 281, 4, {70, 73, 191, 211}, 36, 179>
< 282, 3, {70, 74, 191}, 19, 79>
< 283, 4, {70, 74, 130, 191}, 45, 61>
< 284, 1, {71}, 19, 114>
< 285, 2, {18, 71}, 17, 146>
< 286, 3, {18, 71, 210}, 37, 147>
< 287, 4, {18, 22, 71, 210}, 36, 27>
< 288, 4, {18, 23, 71, 210}, 10, 54>
< 289, 2, {19, 71}, 34, 182>
< 290, 3, {19, 71, 75}, 18, 103>
< 291, 4, {19, 71, 75, 131}, 5, 181>
< 292, 3, {19, 71, 76}, 10, 103>
< 293, 1, {72}, 32, 87>
< 294, 2, {72, 177}, 34, 18>
< 295, 3, {72, 79, 177}, 3, 15>
< 296, 3, {72, 80, 177}, 1, 71>
< 297, 4, {72, 80, 132, 177}, 15, 139>
< 298, 1, {73}, 7, 78>
< 299, 2, {73, 211}, 3, 135>
< 300, 3, {73, 79, 211}, 36, 39>
< 301, 1, {74}, 34, 123>
< 302, 2, {74, 130}, 32, 108>
< 303, 3, {74, 80, 130}, 4, 109>
< 304, 4, {74, 80, 130, 132}, 2, 194>
< 305, 1, {75}, 23, 193>
< 306, 2, {75, 131}, 36, 106>
< 307, 1, {76}, 33, 138>
< 308, 1, {77}, 18, 77>
< 309, 1, {78}, 2, 161>
< 310, 1, {79}, 8, 12>
< 311, 1, {80}, 15, 156>
< 312, 2, {80, 132}, 10, 64>
< 313, 3, {80, 82, 132}, 24, 1>
< 314, 4, {80, 82, 132, 179}, 21, 101>
< 315, 1, {81}, 30, 151>
< 316, 2, {25, 81}, 20, 69>
< 317, 1, {82}, 42, 188>
< 318, 2, {82, 179}, 31, 199>
< 319, 3, {82, 87, 179}, 2, 112>
< 320, 4, {82, 87, 134, 179}, 43, 77>
< 321, 3, {82, 88, 179}, 15, 56>
< 322, 3, {82, 89, 179}, 1, 122>
< 323, 1, {83}, 19, 3>
< 324, 2, {83, 133}, 1, 91>
< 325, 3, {83, 87, 133}, 42, 187>
< 326, 4, {83, 87, 133, 134}, 20, 145>
< 327, 3, {83, 88, 133}, 30, 161>
< 328, 3, {83, 89, 133}, 43, 116>
< 329, 1, {84}, 29, 15>
< 330, 2, {84, 213}, 39, 92>
< 331, 1, {85}, 29, 117>
< 332, 2, {85, 193}, 28, 163>
< 333, 3, {85, 87, 193}, 33, 68>
< 334, 4, {85, 87, 134, 193}, 0, 53>
< 335, 3, {85, 88, 193}, 17, 46>
< 336, 3, {85, 89, 193}, 38, 74>
< 337, 1, {86}, 43, 23>
< 338, 1, {87}, 36, 125>
< 339, 2, {87, 134}, 44, 36>
< 340, 1, {88}, 26, 180>
< 341, 1, {89}, 39, 193>
< 342, 1, {90}, 9, 180>
< 343, 2, {90, 194}, 39, 190>
< 344, 1, {91}, 42, 178>
< 345, 2, {26, 91}, 31, 37>
< 346, 3, {26, 91, 93}, 30, 52>
